student_id,question,reference_answer,student_answer,ground_truth_grade,language_variety
CIT0228,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",55.6,Standard English
CIT0389,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,70,Nigerian Variation
CIT0175,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",50.6,Standard English
CIT0448,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",62,Nigerian Variation
CIT0585,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,67,Nigerian Variation
CIT0054,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",10.1,Standard English
CIT0125,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,22.2,Standard English
CIT0115,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,17.4,Standard English
CIT0206,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100,Standard English
CIT0485,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,62,Nigerian Variation
CIT0223,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,An operating system manages hardware resources and provides services for application software.,52.5,Standard English
CIT0101,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,35.8,Standard English
CIT0513,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,66,Nigerian Variation
CIT0015,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,35.8,Standard English
CIT0426,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",66,Nigerian Variation
CIT0239,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,76.7,Standard English
CIT0142,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,100,Standard English
CIT0059,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,28.8,Standard English
CIT0599,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,70,Nigerian Variation
CIT0103,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,23.2,Standard English
CIT0148,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,14.2,Standard English
CIT0149,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",42.4,Standard English
CIT0132,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",12.1,Standard English
CIT0360,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,65,Nigerian Variation
CIT0521,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",66,Nigerian Variation
CIT0035,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",60.6,Standard English
CIT0337,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",66,Nigerian Variation
CIT0465,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",60,Nigerian Variation
CIT0384,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,63,Nigerian Variation
CIT0490,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,66,Nigerian Variation
CIT0563,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,Operating system dey manage computer resources. E dey allow you to run other programs.,63,Nigerian Variation
CIT0359,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory na temporary storage wey dey hold active data. Without am computer go dey slow.,67,Nigerian Variation
CIT0127,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard for entering text, mouse for navigation and selection, scanner for digitizing documents.",53.6,Standard English
CIT0308,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",63,Nigerian Variation
CIT0126,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU processes instructions and performs calculations. It is the brain of the computer.,69.7,Standard English
CIT0217,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware refers to physical components like CPU and monitor. Software is instructions and programs that run on hardware.,97.0,Standard English
CIT0482,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,64,Nigerian Variation
CIT0568,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware na wetin you fit touch like monitor and CPU. Software na program wey you no fit touch.,69,Nigerian Variation
CIT0572,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",61,Nigerian Variation
CIT0457,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,66,Nigerian Variation
CIT0586,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,66,Nigerian Variation
CIT0486,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey type words, mouse dey click and point, scanner dey copy paper to computer.",60,Nigerian Variation
CIT0180,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM stores data temporarily while the computer runs. It provides fast access to active data.,59.1,Standard English
CIT0047,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware is tangible physical parts you can touch. Software is intangible programs and data.,26.8,Standard English
CIT0590,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,CPU dey process all the instructions wey computer need to do. Na the brain of the system.,62,Nigerian Variation
CIT0388,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,69,Nigerian Variation
CIT0202,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,"The OS controls memory, processes, and devices. It allows users to interact with the computer.",4.1,Standard English
CIT0409,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",65,Nigerian Variation
CIT0161,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,Random Access Memory holds currently used data and programs for quick CPU access.,25.4,Standard English
CIT0532,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,64,Nigerian Variation
CIT0529,What is the difference between software and hardware?,Hardware refers to physical components like CPU and monitor. Software refers to programs and instructions that run on hardware.,Hardware be physical things. Software na set of instructions wey dey run on hardware.,65,Nigerian Variation
CIT0065,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The Central Processing Unit executes program instructions and handles all processing tasks.,14.2,Standard English
CIT0344,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",61,Nigerian Variation
CIT0330,What is RAM and why is it important?,RAM (Random Access Memory) stores data temporarily while the computer is running. It allows quick access to data for processing.,RAM dey store data wey computer dey use now now. E important because e make computer fast.,63,Nigerian Variation
CIT0347,Explain what an operating system does.,An operating system manages computer hardware and software resources. It provides services for computer programs.,OS na the main software wey dey control hardware and help applications to run.,66,Nigerian Variation
CIT0248,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard types text, mouse controls cursor movement and clicks, scanner converts physical images to digital.",39.4,Standard English
CIT0480,Name three input devices and explain what they do.,"Keyboard for typing text, mouse for pointing and clicking, scanner for digitizing images.","Keyboard dey enter text, mouse dey control cursor, scanner dey digitize document.",67,Nigerian Variation
CIT0549,What is the function of the CPU in a computer?,The CPU (Central Processing Unit) processes instructions and performs calculations. It is the brain of the computer.,The CPU get the work of doing calculations and processing. E dey control everything.,64,Nigerian Variation
